camp_name,camp_url,camp_img_url,address,postal_code,lat,long,earliest_open_date,latest_open_date,full_season,overnight_site,roofed_lodging,tenting_available,total_sites,overnight_sites,seasonal_sites,max_amperage,electrical_water_sewer,electrical_water,electrical,no_services,max_length_of_rv,activities,accessible_facilities,boating,cable_tv,controlled_access,credit_debit_cards,dumping,group_camping,hot_tub,hotspot,wifi_at_site,laundromat,pet_friendly,planned_activities,playground,propane,pull_thru_sites,rec_hall,restaurant,store,indoor_pool,lake_river_beach,outdoor_pool,toilets_pit_outside,toilets_showers
Iroquois Trail Campsite,https://campinginontario.ca/IroquoisTrailCampsite,https://campinginontario.ca/images/camping/full-season-new.jpg,"484 Frankford-Stirling Rd, RR 3, Frankford, Ontario, K0K 2C0",K0K 2C0,44.2226,-77.59109,2020-05-01,2020-10-31,1,0,1,1,105,0,105,50,105,0,0,0,40,"Theatre (live), Restaurants, Casino, Fishing, Golf",1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1
Island Spirits,https://campinginontario.ca/IslandSpirits,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"86 Rolling Banks Road 1A, Roseneath, Ontario, K0K 2X0",K0K 2X0,44.2336,-78.0937,2020-04-24,2020-09-28,0,1,1,1,10,10,0,0,0,0,0,10,"
","Fishing, Horseshoes, Swimming (lake, river), Volleyball, Walking/hiking trails",0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Islandview Trailer Park,https://campinginontario.ca/IslandviewTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"10 Beaver Point Rd, RR 1, Coboconk, Ontario, K0M 1K0",K0M 1K0,44.71606,-78.79775,2020-05-08,2020-10-12,1,0,0,0,69,0,69,50,69,0,0,0,40,"Boat rental (non-motorized), Cycling, Dances, Fishing, Swimming (lake, river)",0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
John Bayus Park Ltd,https://campinginontario.ca/JohnBayusParkLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"1429 Sheffield Rd, Hamilton, Ontario, N1R 8B2",N1R 8B2,43.34717,-80.27299,2020-05-01,2020-10-31,1,1,0,0,18,6,12,50,18,0,0,0,35,"Dances, Horseshoes, Swimming (lake, river), Walking/hiking trails",0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Kawartha Trails Resort,https://campinginontario.ca/KawarthaTrailsResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"100 Old Bridge Rd, RR 11, Peterborough, Ontario, K9J 6Y3",K9J 6Y3,44.18768,-78.33484,2020-05-03,2020-10-10,1,0,0,0,81,0,81,30,81,0,0,0,40,"Casino, Fishing, Golf, Motorboats allowed, Walking/hiking trails",0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1
Kenorus Campground & RV Resort,https://campinginontario.ca/KenorusCampgroundRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"5564 Highway 21, Port Elgin, Ontario, N0H 2C6",N0H 2C6,44.45841,-81.37063,2020-05-01,2020-10-12,1,1,1,0,214,14,200,30,214,0,0,0,40,"Boat rental (non-motorized), Fishing, Golf, Swimming (lake, river), Vehicle racing",0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Kings Portage Park,https://campinginontario.ca/KingsPortagePark,https://campinginontario.ca/images/camping/full-season-new.jpg,"374 Portage Rd, PO Box 129, Honey Harbour, Ontario, P0E 1E0",P0E 1E0,44.88279,-79.76185,2020-05-09,2020-10-01,1,1,1,1,24,9,15,20,0,24,0,0,26,"Boat rental (non-motorized), Fishing, Horseshoes, Motorboats allowed, Swimming (lake, river)",0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1
Knight's Beach Resort,https://campinginontario.ca/KnightsBeachResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"2190 Lakeshore Rd W, Dunnville, Ontario, N1A 2W8",N1A 2W8,42.83645,-79.638,2020-05-01,2020-10-17,1,1,1,1,450,250,200,30,162,68,0,220,"
","Volleyball, Water skiing, Baseball, Fishing, Swimming (lake, river)",1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Lake Bernard Park,https://campinginontario.ca/LakeBernardPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"803 South Bernard Lake Rd, PO Box 99, Sundridge, Ontario, P0A 1Z0",P0A 1Z0,45.70204,-79.38811,2020-05-15,2020-10-12,1,1,1,1,256,48,208,30,0,220,4,32,40,"ATV-friendly, Boat rental (motorized), Dances, Fishing, Swimming (lake, river)",1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Lakefield Campgrounds,https://campinginontario.ca/LakefieldCampgrounds,https://campinginontario.ca/images/camping/full-season-new.jpg,"59 Hague Blvd, PO Box 108, Lakefield, Ontario, K0L 2H0",K0L 2H0,44.42868,-78.27344,2020-05-01,2020-10-12,1,1,0,1,175,50,125,30,50,113,0,12,40,"Fishing, Swimming (lake, river), Tennis, Walking/hiking trails, Water skiing",1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1
Lancaster Cottage & Trailer Resort,https://campinginontario.ca/LancasterCottageAndTrailerResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"691 Frank Hill Rd, RR 2, Peterborough, Ontario, K9J 6X3",K9J 6X3,44.33453,-78.44813,2020-05-08,2020-10-12,1,0,0,0,45,0,45,30,45,0,0,0,"
","Casino, Farmers' market/stands, Fishing, Go-karts, Golf",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
Landings Campground,https://campinginontario.ca/LandingsCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1073 Witmer Rd, Petersburg, Ontario, N0B 2H0",N0B 2H0,43.38456,-80.54266,2020-05-01,2020-10-31,1,1,0,1,118,3,115,30,118,0,0,0,40,"Volleyball, Dances, Day use, Fishing, Horseshoes",1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1
Lauderdale Point Marina & Resort Inc,https://campinginontario.ca/LauderdalePointMarinaAndResortInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"3500 Lauderdale Point Cres, Severn Bridge, Ontario, P0E 1N0",P0E 1N0,44.79607,-79.39323,2020-05-08,2020-10-18,1,1,1,1,39,10,29,30,29,5,5,0,45,"Boat rental (motorized), Fishing, Golf, Motorboats allowed, Swimming (lake, river)",0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1
Layzee Acres Park,https://campinginontario.ca/LayzeeAcresPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"198 McNabb Rd, Sebright, Ontario, L0K 1W0",L0K 1W0,44.66734,-79.14014,2020-05-10,2020-10-31,1,1,0,1,202,27,175,50,179,0,0,23,45,"Fishing, Horseshoes, Motorboats allowed, Swimming (lake, river), Volleyball",0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
Lazy Rock RV Park & Campground,https://campinginontario.ca/LazyRock,https://campinginontario.ca/images/camping/full-season-new.jpg,"28 Taggart Lake Rd, Mattawa, Ontario, P0H 1V0",P0H 1V0,46.29023,-78.77792,2020-05-08,2020-10-19,1,1,1,1,34,22,12,30,0,29,0,5,45,"ATV-friendly, Boat rental (non-motorized), Fishing, Swimming (lake, river), Wildlife viewing/birding",0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1
Lighthouse RV Resort,https://campinginontario.ca/LighthouseRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1980 North Shore Dr, RR 2, Lowbanks, Ontario, N0A 1K0",N0A 1K0,42.872,-79.45184,2020-05-01,2020-10-31,1,0,0,0,105,0,105,30,105,0,0,0,45,"Horseback riding, Horseshoes, Shuffleboard, Swimming (lake, river)",1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1
Little Austria Trailer Park,https://campinginontario.ca/LittleAustriaTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"137 Conc 6, Burford, Ontario, N0E 1A0",N0E 1A0,43.11571,-80.43438,2020-05-01,2020-10-12,1,1,1,1,225,25,200,30,200,0,0,25,"
","Baseball, Cycling, Dances, Horseshoes, Soccer",1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
Log Cabin Point,https://campinginontario.ca/LogCabinPoint,https://campinginontario.ca/images/camping/full-season-new.jpg,"146 Outlet Rd, RR 1, Cherry Valley, Ontario, K0K 1P0",K0K 1P0,43.90018,-77.22187,2020-05-01,2020-10-15,1,0,1,0,28,0,28,30,28,0,0,0,"
","Boat rental (motorized), Boat rental (non-motorized), Swimming (lake, river), Tennis, Volleyball",0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1
Log Chateau Park,https://campinginontario.ca/LogChateauParkLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"1691 County Rd 121, RR 2, Fenelon Falls, Ontario, K0M 1N0",K0M 1N0,44.61198,-78.71395,2020-05-01,2020-10-12,1,1,1,1,320,80,240,30,240,40,0,40,42,"ATV-friendly, Baseball, Dances, Fishing, Swimming (lake, river)",0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Long Point Eco-Adventures,https://campinginontario.ca/LongPointEco-Adventures,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"1730 Front Rd, St Williams, Ontario, N0E 1P0",N0E 1P0,42.68803,-80.351,2020-04-24,2020-10-31,0,1,1,0,25,25,0,30,25,0,0,0,0,"Boat tours (scenic), Mountain biking, Restaurants, Wine tours, Ziplining",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
Loon's Call Campground & Cottage Resort,https://campinginontario.ca/LoonsCallCampgroundAndCottageResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1177 Marble Lake Rd, RR 2, Cloyne, Ontario, K0H 1K0",K0H 1K0,44.84096,-77.1454,2020-05-15,2020-10-12,1,1,1,1,90,30,60,30,0,85,0,5,"
","ATV-friendly, Boat rental (non-motorized), Cycling, Volleyball, Swimming (lake, river)",1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1
Lost Forest Park,https://campinginontario.ca/LostForestPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"4449 Milburough Townline Rd, Burlington, Ontario, L7P 0C5",L7P 0C5,43.37695,-79.90083,2020-03-08,2020-01-08,1,0,0,0,150,0,150,50,150,0,0,0,"
","Basketball, Horseshoes, Volleyball, Walking/hiking trails",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1
Lovesick Lake Park Inc,https://campinginontario.ca/LovesickLakeParkInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"4738 Hwy 28, Burleigh Falls, Ontario, K0L 2H0",K0L 2H0,44.56259,-78.21287,2020-05-08,2020-10-12,1,1,1,1,145,10,135,50,0,145,0,0,32,"Dances, Fishing, Restaurants, Swimming (lake, river), Walking/hiking trails",1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1
Lutterworth Valley Trailer Park Ltd.,https://campinginontario.ca/LutterworthValleyTrailerParkLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"1039 Caravan Lane, Minden, Ontario, K0M 2L1",K0M 2L1,44.77847,-78.81056,2020-05-01,2020-10-12,1,1,0,0,120,37,83,30,83,0,0,37,43,"Swimming (lake, river), Baseball, Basketball, Fishing, Shuffleboard",0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1
Lyndhurst Golf & Trailer Park,https://campinginontario.ca/LyndhurstGolfAndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"24198 Hwy 48, Baldwin, Ontario, L0E 1A0",L0E 1A0,44.25797,-79.34314,2020-04-10,2020-10-15,1,1,0,0,210,10,200,30,200,10,0,0,"
","Dances, Golf, Horseshoes, Walking/hiking trails, Wildlife viewing/birding",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
MacDonald Turkey Point Marina Inc,https://campinginontario.ca/MacDonaldTurkeyPointMarinaInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"92 Clubhouse Rd, Turkey Point, Ontario, N0E 1T0",N0E 1T0,42.66963,-80.33896,2020-05-01,2020-10-01,1,0,0,0,79,0,79,30,79,0,0,0,"
","Fishing, Golf, Swimming (lake, river), Wine tours, Ziplining",0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
MacKenzie Tent & Trailer Park,https://campinginontario.ca/MacKenzieTentAndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"85324 MacKenzie Camp Rd, RR 3, Goderich, Ontario, N7A 3X9",N7A 3X9,43.96304,-81.7079,2020-05-08,2020-10-12,1,1,0,1,127,23,104,30,107,6,0,14,39,"Baseball, Basketball, Fitness, Horseshoes, Shuffleboard",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
Maitland Valley Marina & Resort Park,https://campinginontario.ca/MaitlandValleyMarinaResortPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"100 North Harbour Rd W, PO Box 175, Goderich, Ontario, N7A 3Z2",N7A 3Z2,43.74651,-81.72601,2020-05-01,2020-10-31,1,1,0,0,102,4,98,30,102,0,0,0,35,"Basketball, Cycling, Fishing, Volleyball, Walking/hiking trails",1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1
Manitoulin Resort Ltd,https://campinginontario.ca/ManitoulinResortLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"152 Holiday Haven Rd, Manitowaning, Ontario, P0P 1N0",P0P 1N0,45.75677,-81.87179,2020-05-15,2020-09-19,1,1,1,1,110,30,80,30,0,103,0,7,50,"Basketball, Boat rental (motorized), Boat rental (non-motorized), Fishing, Swimming (lake, river)",0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
Maple View Campground,https://campinginontario.ca/MapleViewcampgroundandresortinc,https://campinginontario.ca/images/camping/full-season-new.jpg,"1207 Landry Rd, Clarence-Rockland, Ontario, K0A 1N0",K0A 1N0,45.52734,-75.22571,2020-05-01,2020-10-18,1,1,0,0,127,7,120,50,127,0,0,0,60,"Horseshoes, Soccer, Swimming (lake, river), Volleyball, Water park",1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1
Maplewood Acres RV Park Inc,https://campinginontario.ca/MaplewoodAcresRVParkInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"21848 Conc 3 Rd, Bainsville, Ontario, K0C 1E0",K0C 1E0,45.21687,-74.3989,2020-05-01,2020-10-12,1,1,0,1,92,40,52,30,86,3,0,3,42,"Baseball, Basketball, Dances, Horseshoes, Walking/hiking trails",1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Mariner's Paradise Trailer Resort,https://campinginontario.ca/MarinersParadiseTrailerResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"2959 Mayhew Rd, PO Box 98, Waubaushene, Ontario, L0K 2C0",L0K 2C0,44.7664,-79.69354,2020-05-15,2020-10-12,1,0,0,1,89,0,89,30,0,3,0,86,"
","ATV-friendly, Badminton, Basketball, Swimming (lake, river), Volleyball",0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
McGowan Lake Campground,https://campinginontario.ca/McGowanLakeCampgroundInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"21321 Hwy 7, RR 2, Maberly, Ontario, K0H 2B0",K0H 2B0,44.84417,-76.49301,2020-05-01,2020-10-01,1,1,0,1,223,31,192,30,0,206,0,17,40,"Baseball, Fishing, Horseshoes, Swimming (lake, river), Volleyball",0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
Meadowbrook Campground,https://campinginontario.ca/MeadowbrookCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"5348 Conc Rd 6, RR 3, Alliston, Ontario, L9R 1V3",L9R 1V3,44.1619,-79.91704,2020-05-01,2020-10-12,1,0,0,1,40,0,40,30,0,40,0,0,"
","Fishing, Swimming (lake, river), Walking/hiking trails, Wildlife viewing/birding, Dances",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
Meadows End Trailer Park,https://campinginontario.ca/MeadowsEndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"153 Day Dr, Sebright, Ontario, L3V 6H5",L3V 6H5,44.67676,-79.13358,2020-05-01,2020-10-15,1,1,1,1,109,10,99,30,99,10,0,0,"
","Baseball, Casino, Fishing, Swimming (lake, river), Water skiing",0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1
Merkel's Camp,https://campinginontario.ca/MerkelsCamp,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"744 Muskiemerk Rd, Wabigoon, Ontario, P0V 2W0",P0V 2W0,49.71627,-92.59312,2020-05-20,2020-10-01,0,1,1,1,6,6,0,30,6,0,0,0,"
","Boat rental (motorized), Fishing, Swimming (lake, river), Walking/hiking trails, Water skiing",0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
Miller's Family Camp,https://campinginontario.ca/MillersFamilyCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"108 Miller Lake Shore Rd, Miller Lake, Ontario, N0H 1Z0",N0H 1Z0,45.09149,-81.40509,2020-05-01,2020-10-18,1,1,1,1,91,18,73,30,76,0,0,15,38,"Boat rental (motorized), Boat rental (non-motorized), Fishing, Shuffleboard, Swimming (lake, river)",1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1
Mine Mill 598 Campground,https://campinginontario.ca/MineMill598Campground,https://campinginontario.ca/images/camping/full-season-new.jpg,"2550 Richard Lake Dr, Sudbury, Ontario, P3G 0A3",P3G 0A3,46.4375,-80.91272,2020-05-01,2020-10-12,1,1,0,1,180,80,100,30,0,150,0,30,45,"Golf, Museum/heritage sites, Restaurants, Shopping, Swimming (lake, river)",0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1
Mitchell's Bay Marine Park Ltd,https://campinginontario.ca/MitchellsBayMarineParkLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"3 Allen Rd, Mitchell's Bay, Ontario, N0P 1L0",N0P 1L0,42.47381,-82.4072,2020-05-01,2020-10-31,1,1,0,1,155,18,137,30,54,95,0,6,40,"Boat rental (non-motorized), Cycling, Fishing, Hunting, Restaurants",1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
Morning Mist Resort Inc.,https://campinginontario.ca/MorningMistResortInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"1256 Pine Valley Rd, Stonecliffe, Ontario, K0J 2K0",K0J 2K0,46.19495,-77.87663,2020-05-01,2020-10-31,1,1,1,0,69,29,40,50,58,11,0,0,80,"ATV-friendly, Boat rental (motorized), Fishing, Snowmobiling, Walking/hiking trails",0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
Mountain Trout Camp,https://campinginontario.ca/MountainTroutCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"60 Daly's Rd, RR 1, Miller Lake, Ontario, N0H 1Z0",N0H 1Z0,45.19766,-81.32823,2020-05-01,2020-10-13,1,1,1,1,104,10,94,30,102,0,0,2,42,"ATV-friendly, Boat rental (motorized), Fishing, Walking/hiking trails, Water park",1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
Muskoka Bible Centre Campground,https://campinginontario.ca/MuskokaBibleCentre,https://campinginontario.ca/images/camping/full-season-new.jpg,"8 Pioneer Ave, Huntsville, Ontario, P1H 2J3",P1H 2J3,45.26605,-79.22675,2020-05-14,2020-10-13,1,1,1,1,284,48,236,30,250,34,0,0,36,"Tennis, Boat rental (motorized), Boat rental (non-motorized), Golf (mini), Restaurants",1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1
N.E.T. Camping Resort,https://campinginontario.ca/NETCampingResorts,https://campinginontario.ca/images/camping/full-season-new.jpg,"2325 Regional Rd 24, Pelham, Ontario, L0R 2C0",L0R 2C0,43.08239,-79.38901,2020-05-01,2020-10-12,1,1,1,1,568,328,240,50,357,11,0,200,65,"Basketball, Day use, Fishing, Movies, Water park",0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Narrows Lock Campground,https://campinginontario.ca/NarrowsLockCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1144 Narrows Lock Rd, RR 1, Portland, Ontario, K0G 1V0",K0G 1V0,44.68123,-76.28614,2020-05-15,2020-10-01,1,1,0,0,92,9,83,30,88,1,1,2,42,"Fishing, Horseshoes, Swimming (lake, river), Table tennis, Volleyball",0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1
Neezh Meegwunun Family Campground & Cabins,https://campinginontario.ca/NeezhMeegwununFamilyCampgroundAndCabins,https://campinginontario.ca/images/camping/full-season-new.jpg,"317 Bear Rd, Georgina Island, PO Box A33, RR 2, Sutton West, Ontario, L0E 1R0",L0E 1R0,44.35436,-79.30069,2020-05-01,2020-11-30,1,1,1,1,30,10,20,30,20,0,0,10,32,"Cycling, Fishing, Snowmobiling, Swimming (lake, river), Walking/hiking trails",1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
Nicolston Dam,https://campinginontario.ca/NicolstonDamRVPark,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"5140 5th Line Essa Township, Alliston, Ontario, L9R 1V2",L9R 1V2,44.16981,-79.81354,2020-05-01,2020-10-31,0,1,1,0,76,76,0,30,0,71,0,5,52,"Boat rental (non-motorized), Fishing, Golf (mini), Pedal carts, Swimming (lake, river)",0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1
Nogies Creek Resort,https://campinginontario.ca/NogiesCreekResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"22 Bass Lake Rd, Trent Lakes, Ontario, K0M 1A0",K0M 1A0,44.58729,-78.51178,2020-05-08,2020-10-12,1,1,1,1,22,7,15,0,21,0,0,1,40,"ATV-friendly, Fishing, Swimming (lake, river)",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Nor-Halton Park,https://campinginontario.ca/Nor-HaltonPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"6230 25 Sideroad, Acton, Ontario, L7J 2L7",L7J 2L7,43.60452,-80.04498,2020-05-10,2020-10-12,1,1,0,1,110,20,90,30,105,5,0,0,42,"Badminton, Baseball, Basketball, Cycling, Walking/hiking trails",1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
North Sauble Sands Campground,https://campinginontario.ca/NorthSaubleSandsCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1086 Sauble Falls Pkwy, South Bruce Peninsula, Ontario, N0H 2T0",N0H 2T0,44.69575,-81.25565,2020-04-15,2020-10-15,1,0,0,0,150,0,150,30,150,0,0,0,45,"ATV-friendly, Cycling, Fishing, Hunting, Snowmobiling",1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Oak Bay Resort,https://campinginontario.ca/OakBayResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"24 George St, Buckhorn, Ontario, K0L 1J0",K0L 1J0,44.55268,-78.35198,2020-05-02,2020-10-12,1,1,1,1,32,1,31,30,32,0,0,0,40,"Boat rental (motorized), Boat rental (non-motorized), Fishing, Horseshoes, Swimming (lake, river)",0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
Opeongo Mountain Resort,https://campinginontario.ca/OpeongoMountainResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"949 Lake Clear Rd, RR 2, Eganville, Ontario, K0J 1T0",K0J 1T0,45.44567,-77.24273,2020-05-15,2020-10-12,1,1,1,1,100,8,92,30,100,0,0,0,40,"ATV-friendly, Boat rental (motorized), Fishing, Motorboats allowed, Walking/hiking trails",0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1
O'Reilly Lake Family Campground,https://campinginontario.ca/OReillyLakefamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1091 O'Reilly Lake Ln, Mountain Grove, Ontario, K0H 2E0",K0H 2E0,44.72709,-76.76931,2020-05-08,2020-10-12,1,1,1,1,145,25,120,30,0,130,0,15,40,"Amusement park, Boat rental (non-motorized), Fishing, Swimming (lake, river), Water park",0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Ottawa's Poplar Grove Campground/RV Park,https://campinginontario.ca/OttawasPoplarGroveCampgroundRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"6154 Bank St, Greely (Ottawa), Ontario, K4P 1B4",K4P 1B4,45.26036,-75.5486,2020-05-01,2020-10-31,1,1,0,1,180,150,30,50,120,30,0,30,50,"Baseball, Basketball, Golf (mini), Horseshoes, Tennis",1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1
Panorama Camp - Cottages & Trailer Park,https://campinginontario.ca/PanoramaCamp-CottagesAndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"121A Ave du Lac, Lavigne, Ontario, P0H 1R0",P0H 1R0,46.3218,-80.1601,2020-05-15,2020-10-15,1,1,1,1,48,16,32,30,32,16,0,0,40,"Boat rental (motorized), Fishing, Hunting, Motorboats allowed, Wildlife viewing/birding",0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
Park Haven Lake,https://campinginontario.ca/ParkHavenLake,https://campinginontario.ca/images/camping/full-season-new.jpg,"766 254 Township Rd 5, RR 5, Innerkip, Ontario, N0J 1M0",N0J 1M0,43.19779,-80.63742,2020-05-01,2020-10-15,1,1,1,1,117,7,110,30,115,0,0,2,"
","Fishing, Horseshoes, Movies, Swimming (lake, river), Water skiing",1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
Pike Lake Golf Centre Limited,https://campinginontario.ca/PikeLakeGolfCentreLimited,https://campinginontario.ca/images/camping/full-season-new.jpg,"Unit P-01, 9625 Pike Lake Rd, RR 3, Clifford, Ontario, N0G 1M0",N0G 1M0,43.96552,-80.82148,2020-05-15,2020-10-15,1,1,1,0,369,17,352,30,352,17,0,0,40,"Fishing, Golf, Restaurants, Swimming (lake, river)",0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
